序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
4122,300494,盛天网络,14.38,-1.24%,5.79%,1.36亿,1.97亿,-6072.32万,3.34亿
4123,2391,长青股份,6.35,-1.24%,2.99%,3204.04万,5631.64万,-2427.60万,8835.68万
4124,2131,利欧股份,3.97,-1.24%,9.51%,9.16亿,13.00亿,-3.84亿,22.17亿
4125,2760,凤形股份,23.64,-1.25%,14.95%,1.68亿,2.08亿,-3978.39万,3.76亿
4126,300111,向日葵,3.96,-1.25%,3.40%,5943.99万,1.14亿,-5448.22万,1.73亿
4127,688778,厦钨新能,51.2,-1.25%,0.79%,9190.15万,1.11亿,-1924.84万,2.03亿
4128,3009,中天火箭,47.25,-1.25%,3.82%,1.26亿,1.59亿,-3348.00万,2.85亿
4129,688368,晶丰明源,90.72,-1.25%,2.85%,8181.32万,1.45亿,-6325.24万,2.27亿
4130,603918,金桥信息,19.75,-1.25%,5.29%,1.70亿,2.14亿,-4440.18万,3.84亿
4131,600129,太极集团,23.72,-1.25%,2.12%,9994.90万,1.82亿,-8226.83万,2.82亿
4132,2376,新北洋,7.84,-1.26%,3.80%,9017.94万,1.45亿,-5441.25万,2.35亿
4133,601686,友发集团,6.26,-1.26%,0.73%,2793.86万,3769.64万,-975.78万,6563.49万
4134,688435,英方软件,35.98,-1.26%,4.25%,3127.91万,3905.67万,-777.76万,7033.57万
4135,688033,天宜新材,7.04,-1.26%,2.29%,3808.00万,5269.29万,-1461.29万,9077.30万
4136,600765,中航重机,17.21,-1.26%,1.38%,1.42亿,2.30亿,-8767.18万,3.71亿
4137,600523,贵航股份,16.52,-1.26%,2.94%,7853.11万,1.18亿,-3920.10万,1.96亿
4138,300536,农尚环境,10.19,-1.26%,3.92%,5123.45万,6712.29万,-1588.84万,1.18亿
4139,2851,麦格米特,66.78,-1.26%,8.50%,12.35亿,13.52亿,-1.17亿,25.86亿
4140,2253,*ST智胜,10.19,-1.26%,2.21%,1998.18万,2696.08万,-697.90万,4694.27万
4141,952,广济药业,7.05,-1.26%,1.54%,1842.73万,1909.59万,-66.85万,3752.33万
4142,2575,群兴玩具,7.8,-1.27%,3.66%,6596.87万,1.03亿,-3702.69万,1.69亿
4143,301517,陕西华达,50.35,-1.27%,14.49%,1.99亿,2.36亿,-3720.97万,4.36亿
4144,688583,思看科技,96.35,-1.27%,4.51%,3646.55万,4052.72万,-406.17万,7699.28万
4145,601956,东贝集团,6.98,-1.27%,2.49%,4180.12万,6678.76万,-2498.64万,1.09亿
4146,300807,天迈科技,50.62,-1.27%,5.33%,5359.14万,7959.14万,-2600.00万,1.33亿
4147,603982,泉峰汽车,9.31,-1.27%,2.68%,3163.74万,5340.10万,-2176.37万,8503.84万
4148,603879,永悦科技,7.01,-1.27%,2.09%,1656.97万,3609.69万,-1952.72万,5266.67万
4149,603787,新日股份,13.17,-1.27%,1.88%,2719.32万,3005.79万,-286.48万,5725.10万
4150,603367,辰欣药业,33.47,-1.27%,6.00%,4.37亿,4.61亿,-2385.36万,8.98亿
4151,600439,瑞贝卡,3.12,-1.27%,2.13%,2573.32万,4966.21万,-2392.89万,7539.52万
4152,600230,沧州大化,13.24,-1.27%,3.19%,7690.64万,9954.58万,-2263.94万,1.76亿
4153,605018,长华集团,13.22,-1.27%,1.58%,3350.61万,6454.90万,-3104.29万,9805.52万
4154,300651,金陵体育,21.03,-1.27%,6.47%,4799.01万,7155.85万,-2356.84万,1.20亿
4155,2398,垒知集团,5.45,-1.27%,3.04%,3205.80万,6409.37万,-3203.57万,9615.17万
4156,301607,富特科技,34.62,-1.28%,8.60%,3991.36万,5885.25万,-1893.90万,9876.61万
4157,688182,灿勤科技,27.75,-1.28%,2.04%,1.19亿,1.07亿,1196.61万,2.26亿
4158,601005,重庆钢铁,1.54,-1.28%,1.42%,6520.58万,1.17亿,-5184.40万,1.82亿
4159,300427,红相股份,6.92,-1.28%,4.31%,6689.67万,8181.49万,-1491.82万,1.49亿
4160,2813,路畅科技,25.36,-1.28%,3.63%,5200.62万,5853.38万,-652.76万,1.11亿
4161,2688,金河生物,7.69,-1.28%,6.06%,1.48亿,1.99亿,-5084.33万,3.47亿
4162,2519,银河电子,5.38,-1.28%,5.99%,1.60亿,2.05亿,-4521.83万,3.65亿
4163,603194,中力股份,42.8,-1.29%,5.19%,4759.27万,6725.60万,-1966.34万,1.15亿
4164,688408,中信博,49.88,-1.29%,1.44%,6307.08万,9400.08万,-3093.00万,1.57亿
4165,600992,贵绳股份,15.25,-1.29%,2.73%,3999.48万,6236.59万,-2237.11万,1.02亿
4166,600022,山东钢铁,1.53,-1.29%,0.50%,2996.45万,5301.82万,-2305.37万,8298.28万
4167,300659,中孚信息,15.32,-1.29%,5.34%,6468.84万,9052.32万,-2583.48万,1.55亿
4168,3033,征和工业,45.55,-1.30%,2.13%,3485.02万,4356.68万,-871.66万,7841.69万
4169,2985,北摩高科,30.4,-1.30%,2.95%,8022.69万,9764.30万,-1741.61万,1.78亿
4170,603882,金域医学,30.3,-1.30%,1.20%,6366.58万,1.04亿,-4077.84万,1.68亿
4171,603768,常青股份,12.94,-1.30%,1.15%,1471.28万,2100.54万,-629.25万,3571.82万
4172,300676,华大基因,52.24,-1.30%,1.60%,1.19亿,2.29亿,-1.11亿,3.48亿
4173,300129,泰胜风能,7.6,-1.30%,3.93%,8274.04万,1.16亿,-3370.87万,1.99亿
4174,2919,名臣健康,15.89,-1.30%,1.84%,2702.00万,5024.15万,-2322.16万,7726.14万
4175,603004,鼎龙科技,23.4,-1.31%,5.23%,2913.34万,4305.84万,-1392.50万,7219.17万
4176,600423,柳化股份,3.77,-1.31%,2.61%,2883.23万,4990.22万,-2106.99万,7873.44万
4177,3002,壶化股份,25.71,-1.31%,2.89%,4027.48万,9614.18万,-5586.70万,1.36亿
4178,605122,四方新材,14.27,-1.31%,2.33%,2099.38万,3666.37万,-1566.99万,5765.74万
4179,603238,诺邦股份,19.54,-1.31%,4.94%,8544.00万,8754.14万,-210.14万,1.73亿
4180,603267,鸿远电子,57.91,-1.31%,2.13%,1.11亿,1.73亿,-6208.09万,2.84亿
4181,2778,中晟高科,18.89,-1.31%,2.67%,2592.33万,3660.07万,-1067.73万,6252.41万
4182,2149,西部材料,18.13,-1.31%,6.05%,1.79亿,3.59亿,-1.80亿,5.38亿
4183,301322,绿通科技,32.15,-1.32%,4.63%,6167.54万,7610.19万,-1442.65万,1.38亿
4184,7,全新好,7.48,-1.32%,2.17%,2384.82万,3185.38万,-800.55万,5648.88万
4185,301268,铭利达,21.76,-1.32%,4.02%,7297.27万,8530.26万,-1232.98万,1.58亿
4186,3037,三和管桩,8.94,-1.32%,2.76%,5396.39万,9206.29万,-3809.90万,1.46亿
4187,605006,山东玻纤,7.47,-1.32%,1.85%,3352.64万,4962.87万,-1610.24万,8315.51万
4188,603266,天龙股份,21.72,-1.32%,2.58%,4591.64万,6576.13万,-1984.49万,1.12亿
4189,600869,远东股份,5.96,-1.32%,1.54%,8642.30万,1.17亿,-3101.04万,2.04亿
4190,600587,新华医疗,17.9,-1.32%,3.64%,1.90亿,2.09亿,-1854.18万,3.99亿
4191,300549,优德精密,21.61,-1.32%,6.53%,6244.05万,8008.88万,-1764.82万,1.43亿
4192,2935,天奥电子,16.47,-1.32%,1.93%,6321.77万,6914.38万,-592.61万,1.32亿
4193,300900,广联航空,20.82,-1.33%,6.12%,1.16亿,1.66亿,-4997.17万,2.81亿
4194,300958,建工修复,14.1,-1.33%,3.88%,2042.59万,2962.77万,-920.18万,5005.36万
4195,603488,展鹏科技,8.92,-1.33%,3.05%,3101.63万,4866.96万,-1765.33万,7968.57万
4196,600501,航天晨光,25.98,-1.33%,6.25%,3.23亿,3.78亿,-5510.26万,7.00亿
4197,300472,*ST新元,5.92,-1.33%,11.32%,6473.12万,1.02亿,-3703.19万,1.66亿
4198,300036,超图软件,16.35,-1.33%,2.21%,6338.06万,9548.55万,-3210.49万,1.59亿
4199,688069,德林海,25.11,-1.34%,0.81%,886.05万,1400.24万,-514.19万,2286.29万
4200,688468,科美诊断,8.82,-1.34%,2.79%,4570.82万,5385.22万,-814.39万,9956.05万
4201,688779,五矿新能,5.9,-1.34%,1.53%,8240.68万,9158.90万,-918.22万,1.74亿
4202,688728,格科微,15.51,-1.34%,0.83%,7383.02万,1.13亿,-3898.74万,1.87亿
4203,603825,华扬联众,11.79,-1.34%,2.14%,2342.47万,4069.32万,-1726.85万,6411.80万
4204,600875,东方电气,19.84,-1.34%,1.98%,2.55亿,5.42亿,-2.88亿,7.97亿
4205,1256,炜冈科技,24.23,-1.34%,11.42%,4547.06万,6122.24万,-1575.19万,1.07亿
4206,2937,兴瑞科技,19.1,-1.34%,5.02%,1.35亿,1.50亿,-1506.19万,2.84亿
4207,2805,丰元股份,13.3,-1.34%,3.16%,4637.85万,7092.38万,-2454.54万,1.17亿
4208,2517,恺英网络,19.2,-1.34%,2.01%,3.11亿,4.21亿,-1.10亿,7.33亿
4209,2342,巨力索具,7.37,-1.34%,9.28%,2.56亿,3.99亿,-1.42亿,6.55亿
4210,600626,申达股份,4.39,-1.35%,4.39%,8563.24万,1.30亿,-4452.74万,2.16亿
4211,600372,中航机载,12.45,-1.35%,0.90%,2.21亿,3.19亿,-9729.39万,5.40亿
4212,600371,万向德农,9.47,-1.35%,3.40%,3894.01万,5605.30万,-1711.29万,9499.30万
4213,300315,掌趣科技,5.86,-1.35%,6.86%,4.51亿,5.96亿,-1.45亿,10.48亿
4214,2793,罗欣药业,5.84,-1.35%,2.75%,7145.05万,1.03亿,-3159.91万,1.74亿
4215,2214,*ST大立,11.0,-1.35%,0.74%,1226.55万,2672.29万,-1445.74万,3898.84万
4216,2330,得利斯,5.1,-1.35%,4.09%,5472.24万,7897.56万,-2425.32万,1.34亿
4217,300109,新开源,17.41,-1.36%,2.27%,6615.27万,1.12亿,-4618.05万,1.78亿
4218,605166,聚合顺,12.35,-1.36%,3.62%,6236.95万,7851.99万,-1615.04万,1.41亿
4219,600882,妙可蓝多,26.87,-1.36%,0.70%,3963.08万,5667.36万,-1704.27万,9630.44万
4220,300505,川金诺,21.73,-1.36%,6.82%,1.27亿,1.96亿,-6928.86万,3.23亿
4221,300405,科隆股份,6.53,-1.36%,5.94%,3885.30万,4613.34万,-728.04万,8498.65万
4222,300207,欣旺达,21.69,-1.36%,1.99%,2.97亿,4.41亿,-1.43亿,7.38亿
4223,1269,欧晶科技,27.35,-1.37%,4.86%,5025.30万,6103.29万,-1077.99万,1.11亿
4224,2882,金龙羽,30.87,-1.37%,6.23%,2.20亿,2.52亿,-3146.64万,4.72亿
4225,300962,中金辐照,18.03,-1.37%,2.90%,4795.36万,9019.26万,-4223.90万,1.38亿
4226,688078,龙软科技,35.33,-1.37%,1.80%,1940.90万,2697.88万,-756.99万,4638.78万
4227,603977,国泰集团,12.94,-1.37%,1.73%,4427.10万,9546.62万,-5119.53万,1.40亿
4228,600330,天通股份,7.94,-1.37%,2.58%,9784.22万,1.55亿,-5685.00万,2.53亿
4229,600241,时代万恒,8.66,-1.37%,2.32%,2311.18万,3624.58万,-1313.40万,5935.77万
4230,300652,雷迪克,59.06,-1.37%,3.19%,9731.54万,1.28亿,-3108.88万,2.26亿
4231,300612,宣亚国际,15.85,-1.37%,4.23%,5347.70万,6739.62万,-1391.92万,1.21亿
4232,2886,沃特股份,20.91,-1.37%,6.75%,1.23亿,1.73亿,-5049.00万,2.96亿
4233,2428,云南锗业,22.3,-1.37%,4.61%,3.21亿,3.49亿,-2836.67万,6.70亿
4234,2266,浙富控股,3.6,-1.37%,1.67%,1.00亿,1.95亿,-9516.90万,2.95亿
4235,688426,康为世纪,24.35,-1.38%,3.88%,1592.29万,1992.02万,-399.73万,3584.32万
4236,688439,振华风光,59.48,-1.38%,2.61%,7341.26万,1.04亿,-3013.14万,1.77亿
4237,688625,呈和科技,33.47,-1.38%,1.23%,2451.48万,5298.06万,-2846.57万,7749.53万
4238,301231,荣信文化,25.67,-1.38%,4.94%,3113.72万,3756.32万,-642.61万,6870.04万
4239,2727,一心堂,14.99,-1.38%,2.97%,7410.54万,1.04亿,-2957.47万,1.78亿
4240,688682,霍莱沃,36.51,-1.38%,2.55%,4786.74万,4658.84万,127.90万,9445.57万
4241,688472,阿特斯,9.26,-1.38%,1.61%,7654.20万,1.32亿,-5543.65万,2.09亿
4242,603799,华友钴业,44.24,-1.38%,3.47%,13.33亿,12.40亿,9362.80万,25.73亿
4243,603327,福蓉科技,9.99,-1.38%,1.70%,6332.85万,1.07亿,-4370.27万,1.70亿
4244,300152,ST新动力,2.86,-1.38%,3.93%,2838.55万,5197.72万,-2359.16万,8036.28万
4245,2570,贝因美,7.17,-1.38%,12.38%,3.56亿,6.04亿,-2.48亿,9.59亿
4246,688032,禾迈股份,109.41,-1.39%,0.94%,4445.25万,8332.74万,-3887.49万,1.28亿
4247,603728,鸣志电器,59.61,-1.39%,2.63%,2.67亿,3.88亿,-1.21亿,6.56亿
4248,600118,中国卫星,29.77,-1.39%,2.34%,3.36亿,4.89亿,-1.53亿,8.25亿
4249,300172,中电环保,5.69,-1.39%,5.26%,6362.81万,9335.16万,-2972.35万,1.57亿
4250,605178,时空科技,23.24,-1.40%,3.37%,3525.71万,4255.84万,-730.13万,7781.54万
4251,300434,金石亚药,10.6,-1.40%,5.40%,8001.45万,1.18亿,-3763.29万,1.98亿
4252,300072,海新能科,3.52,-1.40%,0.94%,2506.75万,5232.39万,-2725.64万,7739.13万
4253,300963,中洲特材,19.54,-1.41%,4.90%,9890.65万,1.77亿,-7833.32万,2.76亿
4254,301255,通力科技,31.42,-1.41%,6.75%,3301.74万,4770.12万,-1468.38万,8071.85万
4255,600178,东安动力,14.72,-1.41%,4.76%,1.28亿,2.00亿,-7194.54万,3.28亿
4256,300516,久之洋,41.96,-1.41%,3.36%,1.16亿,1.39亿,-2257.42万,2.55亿
4257,300068,南都电源,16.03,-1.41%,6.16%,3.77亿,4.65亿,-8888.53万,8.42亿
4258,688175,高凌信息,22.14,-1.42%,1.61%,1086.73万,1530.07万,-443.35万,2616.80万
4259,688657,浩辰软件,48.47,-1.42%,2.65%,1878.30万,3331.49万,-1453.19万,5209.81万
4260,688133,泰坦科技,27.84,-1.42%,2.32%,5210.74万,5415.00万,-204.26万,1.06亿
4261,603170,宝立食品,13.22,-1.42%,0.77%,1409.71万,2666.20万,-1256.48万,4075.92万
4262,300843,胜蓝股份,34.7,-1.42%,7.51%,1.66亿,2.45亿,-7911.32万,4.11亿
4263,600207,安彩高科,4.85,-1.42%,1.46%,2885.64万,4844.73万,-1959.09万,7730.36万
4264,600538,国发股份,6.27,-1.42%,1.87%,2184.86万,3961.91万,-1777.05万,6146.77万
4265,300014,亿纬锂能,45.93,-1.42%,2.06%,8.20亿,9.31亿,-1.12亿,17.51亿
4266,898,鞍钢股份,2.77,-1.42%,0.59%,6408.55万,6687.84万,-279.29万,1.31亿
4267,688293,奥浦迈,55.1,-1.43%,1.43%,2757.65万,3295.72万,-538.07万,6053.36万
4268,2689,远大智能,4.13,-1.43%,1.98%,2567.95万,5964.64万,-3396.69万,8532.59万
4269,605180,华生科技,15.83,-1.43%,5.67%,6275.41万,8969.89万,-2694.48万,1.52亿
4270,603260,合盛硅业,53.83,-1.43%,0.52%,1.26亿,2.01亿,-7509.81万,3.28亿
4271,600505,西昌电力,14.49,-1.43%,2.83%,5034.00万,9942.55万,-4908.55万,1.50亿
4272,688072,拓荆科技,162.87,-1.43%,1.52%,3.10亿,3.82亿,-7126.63万,6.92亿
4273,603273,天元智能,19.82,-1.44%,10.16%,4405.81万,6909.01万,-2503.21万,1.13亿
4274,301501,恒鑫生活,54.72,-1.44%,6.44%,5070.24万,7322.50万,-2252.26万,1.24亿
4275,300051,琏升科技,7.51,-1.44%,3.04%,2960.58万,5448.77万,-2488.19万,8409.35万
4276,301199,迈赫股份,28.0,-1.44%,6.93%,5181.89万,7177.09万,-1995.20万,1.24亿
4277,300836,佰奥智能,41.12,-1.44%,2.83%,2362.41万,5011.27万,-2648.86万,7373.68万
4278,605116,奥锐特,23.27,-1.44%,0.55%,1877.95万,3255.64万,-1377.69万,5133.61万
4279,603843,*ST正平,2.74,-1.44%,3.00%,1720.86万,4048.59万,-2327.73万,5769.45万
4280,601865,福莱特,16.47,-1.44%,0.72%,7951.92万,1.45亿,-6587.82万,2.25亿
4281,601698,中国卫通,20.47,-1.44%,1.25%,4.61亿,6.26亿,-1.64亿,10.87亿
4282,300118,东方日升,10.24,-1.44%,2.79%,9460.47万,1.70亿,-7557.64万,2.65亿
4283,2849,威星智能,15.78,-1.44%,2.88%,3616.76万,5048.13万,-1431.37万,8664.87万
4284,420,吉林化纤,4.12,-1.44%,2.84%,9085.76万,1.94亿,-1.03亿,2.88亿
4285,301270,汉仪股份,44.72,-1.45%,4.10%,6431.88万,7194.99万,-763.11万,1.36亿
4286,688306,均普智能,10.2,-1.45%,1.32%,6437.02万,1.01亿,-3699.03万,1.66亿
4287,600238,*ST椰岛,6.8,-1.45%,2.97%,3330.82万,5729.74万,-2398.92万,9060.55万
4288,603638,艾迪精密,18.31,-1.45%,0.57%,3514.07万,5189.79万,-1675.72万,8703.86万
4289,600733,北汽蓝谷,8.85,-1.45%,2.93%,5.18亿,7.51亿,-2.33亿,12.69亿
4290,2129,TCL中环,8.14,-1.45%,1.66%,2.22亿,3.21亿,-9872.75万,5.43亿
4291,2110,三钢闽光,4.77,-1.45%,1.57%,9131.21万,9186.15万,-54.94万,1.83亿
4292,603211,晋拓股份,19.64,-1.46%,2.11%,4713.92万,6635.08万,-1921.16万,1.13亿
4293,688261,东微半导,59.39,-1.46%,5.98%,2.04亿,2.29亿,-2539.22万,4.33亿
4294,603062,麦加芯彩,49.92,-1.46%,2.71%,2205.50万,2938.99万,-733.48万,5144.49万
4295,2988,豪美新材,44.5,-1.46%,1.01%,5382.96万,6107.54万,-724.58万,1.15亿
4296,300342,天银机电,18.84,-1.46%,9.77%,3.53亿,4.24亿,-7117.91万,7.76亿
4297,603223,恒通股份,10.11,-1.46%,0.91%,2942.61万,3704.26万,-761.65万,6646.87万
4298,300279,和晶科技,8.08,-1.46%,6.91%,9107.18万,1.65亿,-7406.60万,2.56亿
4299,300195,长荣股份,8.1,-1.46%,5.29%,5135.18万,8379.23万,-3244.05万,1.35亿
4300,2598,山东章鼓,10.83,-1.46%,3.29%,3492.32万,6526.69万,-3034.37万,1.00亿
4301,2038,双鹭药业,8.1,-1.46%,2.38%,6488.29万,1.00亿,-3525.40万,1.65亿
4302,2900,哈三联,15.4,-1.47%,7.12%,6226.78万,1.28亿,-6542.78万,1.90亿
4303,301281,科源制药,36.25,-1.47%,3.70%,3274.99万,5972.73万,-2697.74万,9247.71万
4304,301349,信德新材,39.5,-1.47%,9.00%,6731.27万,8185.49万,-1454.22万,1.49亿
4305,301025,读客文化,11.37,-1.47%,2.30%,2641.09万,4628.39万,-1987.31万,7269.48万
4306,603108,润达医疗,18.1,-1.47%,3.68%,1.38亿,2.66亿,-1.29亿,4.04亿
4307,300447,全信股份,16.78,-1.47%,6.67%,8697.83万,1.39亿,-5201.40万,2.26亿
4308,300299,富春股份,7.38,-1.47%,4.05%,8224.53万,1.25亿,-4273.21万,2.07亿
4309,300181,佐力药业,20.09,-1.47%,3.77%,1.94亿,2.64亿,-7040.22万,4.58亿
4310,300027,华谊兄弟,2.68,-1.47%,2.90%,7110.02万,1.22亿,-5129.53万,1.94亿
4311,688653,康希通信,13.3,-1.48%,4.20%,7113.55万,1.02亿,-3037.07万,1.73亿
4312,605288,凯迪股份,53.3,-1.48%,0.96%,1397.74万,2214.15万,-816.41万,3611.89万
4313,603637,镇海股份,11.3,-1.48%,3.31%,3763.56万,5238.70万,-1475.14万,9002.26万
4314,2735,王子新材,15.27,-1.48%,6.82%,1.01亿,1.92亿,-9038.64万,2.93亿
4315,603072,天和磁材,52.21,-1.49%,7.36%,1.05亿,1.49亿,-4436.55万,2.54亿
4316,3001,中岩大地,29.0,-1.49%,4.73%,5298.15万,9445.31万,-4147.15万,1.47亿
4317,301311,昆船智能,22.42,-1.49%,12.47%,9870.81万,1.48亿,-4921.14万,2.47亿
4318,603059,倍加洁,32.46,-1.49%,7.80%,9897.05万,1.56亿,-5700.71万,2.55亿
4319,600662,外服控股,5.95,-1.49%,1.39%,8636.20万,1.03亿,-1630.96万,1.89亿
4320,600543,莫高股份,6.61,-1.49%,2.37%,2158.64万,2891.99万,-733.36万,5050.63万
4321,600476,湘邮科技,18.54,-1.49%,4.16%,4126.26万,8332.91万,-4206.65万,1.25亿
4322,300158,振东制药,8.57,-1.49%,17.59%,7.23亿,8.04亿,-8102.90万,15.27亿
4323,2694,顾地科技,4.64,-1.49%,0.82%,1024.54万,1739.53万,-714.99万,2764.06万
4324,2347,泰尔股份,7.28,-1.49%,2.83%,3644.42万,6567.06万,-2922.65万,1.02亿
4325,2279,久其软件,7.25,-1.49%,5.54%,1.08亿,2.09亿,-1.01亿,3.18亿
4326,799,酒鬼酒,49.08,-1.49%,2.64%,1.67亿,2.57亿,-9079.85万,4.24亿
4327,2278,神开股份,9.82,-1.50%,8.04%,8968.80万,1.75亿,-8568.74万,2.65亿
4328,688566,吉贝尔,31.42,-1.50%,1.31%,3982.02万,4221.83万,-239.81万,8203.85万
4329,300802,矩子科技,20.38,-1.50%,4.28%,7915.86万,9539.17万,-1623.31万,1.75亿
4330,603559,ST通脉,8.55,-1.50%,0.26%,126.58万,765.86万,-639.28万,892.43万
4331,600019,宝钢股份,7.2,-1.50%,0.38%,2.26亿,3.76亿,-1.50亿,6.02亿
4332,300379,*ST东通,5.24,-1.50%,5.65%,5942.73万,9636.50万,-3693.78万,1.56亿
4333,2815,崇达技术,13.81,-1.50%,4.55%,1.95亿,2.07亿,-1206.93万,4.03亿
4334,2544,普天科技,23.68,-1.50%,2.03%,1.48亿,1.79亿,-3045.46万,3.27亿
4335,688420,美腾科技,27.4,-1.51%,2.64%,1054.01万,1421.41万,-367.40万,2475.42万
4336,603151,邦基科技,24.19,-1.51%,2.30%,1695.35万,2904.68万,-1209.33万,4600.03万
4337,601089,福元医药,30.64,-1.51%,3.76%,2.58亿,2.93亿,-3502.56万,5.51亿
4338,603098,森特股份,10.46,-1.51%,0.74%,1451.75万,2744.58万,-1292.83万,4196.33万
4339,601212,白银有色,3.26,-1.51%,0.85%,7913.88万,1.25亿,-4635.96万,2.05亿
4340,601208,东材科技,16.27,-1.51%,5.50%,3.52亿,4.55亿,-1.03亿,8.07亿
4341,2624,完美世界,14.98,-1.51%,2.84%,3.30亿,4.50亿,-1.21亿,7.80亿
4342,2363,隆基机械,8.46,-1.51%,7.30%,1.03亿,1.55亿,-5223.56万,2.58亿
4343,301276,嘉曼服饰,25.3,-1.52%,5.57%,2761.22万,3760.02万,-998.80万,6521.24万
4344,300530,领湃科技,34.32,-1.52%,2.40%,5243.80万,7787.16万,-2543.36万,1.30亿
4345,688292,浩瀚深度,22.06,-1.52%,2.21%,2063.72万,2329.01万,-265.28万,4392.73万
4346,605589,圣泉集团,31.09,-1.52%,1.68%,1.53亿,2.54亿,-1.01亿,4.07亿
4347,688317,之江生物,23.95,-1.52%,2.08%,4134.36万,5480.69万,-1346.33万,9615.04万
4348,300841,康华生物,86.77,-1.52%,3.98%,1.81亿,2.27亿,-4630.94万,4.09亿
4349,688799,华纳药厂,49.91,-1.52%,2.03%,5995.16万,7272.23万,-1277.07万,1.33亿
4350,688135,利扬芯片,21.36,-1.52%,4.11%,8631.34万,9077.93万,-446.59万,1.77亿
4351,600965,福成股份,5.18,-1.52%,1.32%,2043.64万,3601.21万,-1557.57万,5644.85万
4352,2596,海南瑞泽,3.89,-1.52%,3.56%,5844.03万,1.01亿,-4249.10万,1.59亿
4353,2205,国统股份,15.57,-1.52%,26.05%,3.68亿,4.09亿,-4124.05万,7.77亿
4354,688455,科捷智能,15.4,-1.53%,2.17%,1773.15万,2566.70万,-793.55万,4339.85万
4355,603778,国晟科技,3.87,-1.53%,3.16%,2439.56万,5436.02万,-2996.45万,7875.58万
4356,301526,国际复材,5.1,-1.54%,5.88%,1.68亿,2.53亿,-8495.18万,4.21亿
4357,2181,粤传媒,7.05,-1.54%,3.05%,7468.09万,1.70亿,-9542.43万,2.45亿
4358,301387,光大同创,42.06,-1.54%,6.03%,5094.52万,5740.44万,-645.91万,1.08亿
4359,600696,*ST岩石,6.39,-1.54%,2.48%,2640.88万,2643.36万,-2.48万,5284.25万
4360,688218,江苏北人,23.63,-1.54%,2.84%,3842.04万,4134.16万,-292.12万,7976.20万
4361,605303,园林股份,12.8,-1.54%,1.96%,1710.67万,2339.91万,-629.24万,4050.59万
4362,300179,四方达,10.87,-1.54%,4.44%,7791.29万,1.04亿,-2573.58万,1.82亿
4363,605008,长鸿高科,14.1,-1.54%,0.45%,1583.42万,2456.61万,-873.19万,4040.03万
4364,603949,雪龙集团,19.2,-1.54%,1.54%,2590.74万,3639.32万,-1048.58万,6230.06万
4365,300582,英飞特,14.08,-1.54%,4.95%,7171.97万,8355.31万,-1183.34万,1.55亿
4366,603878,武进不锈,5.74,-1.54%,2.42%,3018.44万,4805.30万,-1786.86万,7823.74万
4367,600197,伊力特,15.39,-1.54%,3.21%,1.06亿,1.29亿,-2387.69万,2.35亿
4368,300411,金盾股份,14.02,-1.54%,7.85%,1.22亿,2.15亿,-9270.58万,3.37亿
4369,2377,国创高新,3.19,-1.54%,4.95%,5163.14万,8681.28万,-3518.14万,1.38亿
4370,301071,力量钻石,30.49,-1.55%,1.95%,4560.86万,7055.48万,-2494.62万,1.16亿
4371,2946,新乳业,17.13,-1.55%,0.46%,2491.88万,4228.94万,-1737.06万,6720.81万
4372,300921,南凌科技,24.72,-1.55%,5.24%,5178.52万,9685.83万,-4507.31万,1.49亿
4373,688186,广大特材,25.98,-1.55%,4.99%,1.51亿,1.99亿,-4809.20万,3.51亿
4374,300705,九典制药,17.84,-1.55%,4.35%,1.09亿,1.80亿,-7111.46万,2.89亿
4375,300407,凯发电气,11.45,-1.55%,2.85%,3144.52万,4864.51万,-1719.98万,8009.03万
4376,2348,高乐股份,3.81,-1.55%,2.26%,2422.00万,5396.10万,-2974.10万,7818.11万
4377,301023,江南奕帆,44.89,-1.56%,3.95%,3167.81万,4217.21万,-1049.41万,7385.01万
4378,605089,味知香,25.95,-1.56%,0.76%,1251.66万,1488.63万,-236.97万,2740.28万
4379,300849,锦盛新材,13.28,-1.56%,2.96%,1755.19万,3041.33万,-1286.14万,4796.52万
4380,688177,百奥泰,31.01,-1.56%,0.78%,4362.21万,5635.04万,-1272.83万,9997.25万
4381,688520,神州细胞,64.42,-1.56%,1.27%,1.75亿,1.86亿,-1112.52万,3.62亿
4382,603227,雪峰科技,8.84,-1.56%,4.11%,1.52亿,2.02亿,-4979.22万,3.54亿
4383,600977,中国电影,13.24,-1.56%,2.19%,1.96亿,3.47亿,-1.52亿,5.43亿
4384,600613,神奇制药,6.96,-1.56%,1.88%,2433.78万,3884.37万,-1450.60万,6318.16万
4385,600415,小商品城,18.87,-1.56%,1.31%,6.27亿,7.28亿,-1.01亿,13.54亿
4386,300670,大烨智能,7.58,-1.56%,4.54%,2840.76万,4900.33万,-2059.58万,7741.09万
4387,300572,安车检测,26.52,-1.56%,10.18%,2.18亿,2.79亿,-6054.29万,4.97亿
4388,300099,尤洛卡,7.58,-1.56%,3.85%,6889.33万,1.02亿,-3286.70万,1.71亿
4389,2560,通达股份,8.23,-1.56%,6.94%,9406.82万,1.65亿,-7094.10万,2.59亿
4390,301522,上大股份,36.31,-1.57%,6.90%,6866.49万,1.19亿,-5068.13万,1.88亿
